adress,area,floor,?,price,rooms,floors_total,year,latitude,longitude
"Санкт-Петербург, проспект Просвещения, 78, Прометей, Санкт-Петербург",40.0,4/12,2271,4300000,1,12,1981,60.03927,30.403831
"Ленинградская область, Всеволожский район, посёлок Мурино, проспект Авиаторов Балтики, 1к1, Санкт-Петербург",26.0,11/16,1532,3300000,0,,,60.049981,30.436548
"Ветеранов пр-кт., д.41, Дачное, Санкт-Петербург",41.8,2/5,3107,4450000,3,5,1965,59.842531,30.240212
"Пионерская ул, 50, Петровский округ, Санкт-Петербург",68.0,5/14,696,14400000,2,14,2012,59.963539,30.273171
"Санкт-Петербург, Бухарестская улица, 39к1, Купчино, Санкт-Петербург",53.0,1/9,4646,8500000,3,,,59.862429,30.387868
"Санкт-Петербург, Ленинский проспект, 53к1, Южно-Приморский округ, Санкт-Петербург",43.4,17/17,55,3950000,1,17,2013,59.863093,30.169721
"Санкт-Петербург, Петровский проспект, 14, Петровский округ, Санкт-Петербург",91.0,7/10,3811,30000000,2,10,2007,59.957935,30.273081
"Санкт-Петербург, Петергофское шоссе, 43к1, Южно-Приморский округ, Санкт-Петербург",168.0,2/5,3108,20500000,4,5,2014,59.848253,30.156417
"Санкт-Петербург, улица Маршала Казакова, 70к1, Южно-Приморский округ, Санкт-Петербург",37.2,17/20,5390,3890000,1,21,2018,59.866689,30.175012
"Россия, Санкт-Петербург, Песочная набережная, д.18, Чкаловское, Санкт-Петербург",163.4,11/77,1535,80000000,4,11,2006,59.972775,30.291326
"Большая Конюшенная ул, 5А, Дворцовый округ, Санкт-Петербург",82.0,1/4,697,15150000,2,4,1845,59.940294,30.323863
"Оптиков ул, 50к2, № 65, Санкт-Петербург",42.0,2/12,2274,5190000,1,12,2010,59.999287,30.2253
"Санкт-Петербург, набережная Обводного канала, 121, Семёновский, Санкт-Петербург",72.4,2/5,3812,8049999,3,,,59.910731,30.324591
"Россия, Санкт-Петербург, Санкт-Петербург, Малая Монетная, 7, Посадский, Санкт-Петербург",42.0,3/5,57,6740000,2,5,1961,59.961579,30.322183
"Санкт-Петербург, посёлок Парголово, улица Михаила Дудина, 25к1, Парголово, Санкт-Петербург",56.7,15/25,1536,5999000,2,26,2011,60.071389,30.326459
"Санкт-Петербург, 26-я линия В.О., № 7, Санкт-Петербург",88.0,2/10,4648,11300000,3,,,59.928879,30.26037
"ул. Среднерогатская, д. 20, Звёздное, Санкт-Петербург",21.7,13/17,3110,2800000,0,18,2019,59.820282,30.3382
"Санкт-Петербург, Краснопутиловская улица, 80, подъезд 5, Новоизмайловское, Санкт-Петербург",44.0,5/5,5391,5100000,2,5,1961,59.854377,30.301818
"Фермское ш, 12А, Комендантский аэродром, Санкт-Петербург",51.0,6/10,2281,9999000,1,10,2012,60.012534,30.310784
"Санкт-Петербург, Столярный переулок, 9, Сенной округ, Санкт-Петербург",75.5,1/5,698,10500000,3,5,1788,59.927144,30.311772
"Санкт-Петербург, улица Маршала Казакова, 84к1, Санкт-Петербург",40.0,22/25,3813,4950000,1,25,2016,59.870366,30.158986
"Санкт-Петербург, Русановская улица, 11, Народный, Санкт-Петербург",60.0,20/23,4649,6500000,2,23,2013,59.863513,30.505943
"Петергоф, Санкт-Петербург, Озерковая улица, 5, Петергоф, Санкт-Петербург",53.2,1/3,58,4700000,2,,,59.867267,29.919217
"Санкт-Петербург, Туристская улица, 15к1, № 65, Санкт-Петербург",77.5,1/17,3113,7790000,3,9,2014,59.99701,30.208088
"территория Славянка, посёлок Шушары, Пушкинский район, Санкт-Петербург, Ростовская улица, 13-15, Пушкин, Санкт-Петербург",70.0,2/9,5393,4800000,2,9,2013,59.740316,30.470324
"Санкт-Петербург, Брянцева ул. 22 А, Прометей, Санкт-Петербург",44.6,3/5,1537,5250000,2,,,60.040195,30.405583
"Светлановский пр-кт, 47, Светлановское, Санкт-Петербург",50.8,1/9,2285,7000000,2,,,60.012219,30.352843
"Ленинградская область, Всеволожский район, посёлок Мурино, Петровский бульвар, 7, Санкт-Петербург",36.0,7/15,699,3990000,1,15,2016,60.055821,30.431841
"Санкт-Петербург, Московское шоссе, 14к1, Звёздное, Санкт-Петербург",163.5,6/7,4653,21800000,8,9,1950,59.800096,30.398046
"Санкт-Петербург, улица Лёни Голикова, 42, Дачное, Санкт-Петербург",49.5,4/5,3814,4490000,4,5,1966,59.843191,30.236071
"посёлок Мурино, Всеволожский район, Ленинградская область, Петровский бульвар, 11к2, Санкт-Петербург",25.6,3/10,59,2930000,0,23,2016,60.057119,30.424897
"Санкт-Петербург, проспект Луначарского, 33к2, Сосновское, Санкт-Петербург",34.6,1/9,5394,3350000,1,9,1976,60.037944,30.350354
"Санкт-Петербург, Пискарёвский проспект, 1, Большая Охта, Санкт-Петербург",108.0,7/10,3114,18360000,3,15,2016,59.957584,30.405511
"Санкт-Петербург, Петровский проспект, 14, Петровский округ, Санкт-Петербург",134.0,9/10,1542,39000000,2,10,2007,59.957935,30.273081
"Санкт-Петербург, Лермонтовский проспект, 10/53, подъезд 6, Коломна, Санкт-Петербург",18.0,2/4,2289,2650000,0,4,1890,59.923026,30.292907
"Санкт-Петербург, Будапештская улица, 104к2, Балканский, Санкт-Петербург",64.0,6/16,702,6800000,2,16,1990,59.832697,30.405089
"Санкт-Петербург, улица Ярослава Гашека, 26к1, № 75, Санкт-Петербург",50.0,1/12,4654,6200000,2,16,1984,59.835681,30.402026
"Ударников пр-кт, 33А, Пороховые, Санкт-Петербург",47.3,6/23,1544,4690000,1,23,2004,59.952984,30.480502
"улица Бабушкина, 66к1, Обуховский округ, Санкт-Петербург",45.9,3/5,60,3970000,2,5,1961,59.864308,30.456059
"Юрия Гагарина пр-кт, 45, лит. А, Звёздное, Санкт-Петербург",42.0,5/5,3119,4950000,2,5,1959,59.848841,30.335811
"Санкт-Петербург, Пулковская улица, 8к1, Звёздное, Санкт-Петербург",107.0,15/23,3816,20100000,3,25,2011,59.838041,30.350426
"Санкт-Петербург, Арцеуловская аллея, 23к1, Коломяги, Санкт-Петербург",24.4,1/11,2291,3000000,0,21,2017,60.042415,30.224716
"Санкт-Петербург, Екатерининский проспект, 2, Полюстрово, Санкт-Петербург",35.2,14/25,5395,4700000,1,25,2017,59.977976,30.436638
"Санкт-Петербург, Московское шоссе, 14к1, Звёздное, Санкт-Петербург",158.5,6/7,704,24000000,4,9,1950,59.800096,30.398046
"Санкт-Петербург, проспект Просвещения, 43, № 15, Санкт-Петербург",71.6,21/25,1550,7815000,3,29,2017,60.053952,30.327196
"г.Санкт-Петербург, ул. Диагональная, д. 10, Сампсониевское, Санкт-Петербург",59.0,3/6,64,7500000,3,6,1926,59.981019,30.349115
"Санкт-Петербург, улица Оптиков, 34к1, № 65, Санкт-Петербург",72.5,7/14,3121,12395000,3,22,2015,59.999287,30.2253
"Комендантский пр-кт, 13к1, Озеро Долгое, Санкт-Петербург",60.6,16/17,3817,7700000,2,25,2006,60.008878,30.259984
"Санкт-Петербург, улица Стахановцев, 13А, Малая Охта, Санкт-Петербург",81.0,5/5,4657,10000000,3,6,1938,59.925254,30.407802
"Санкт-Петербург, Кирочная улица, 62, Смольнинское, Санкт-Петербург",107.0,6/6,2292,22900000,3,10,2017,59.941114,30.384419
"Санкт-Петербург, Лиговский проспект, 65, Владимирский округ, Санкт-Петербург",110.2,6/7,5399,9450000,4,7,,59.925038,30.354082
"Санкт-Петербург, проспект Просвещения, 68к1, Северный, Санкт-Петербург",52.0,9/13,706,5200000,2,13,1985,60.059571,30.452951
"Санкт-Петербург, проспект Наставников, 26к2, Пороховые, Санкт-Петербург",51.0,6/9,3824,5000000,2,9,1984,59.946982,30.486
"Санкт-Петербург, улица Крыленко, 1к1с1, Народный, Санкт-Петербург",30.0,20/25,4658,4000000,0,26,2016,59.89255,30.450202
"Санкт-Петербург, проспект Просвещения, 43, № 15, Санкт-Петербург",77.7,17/25,1551,8480000,3,29,2017,60.053952,30.327196
